date,open_time,symbol_name,open,high,low,close,vol,close_time,quote_asset_vol,num_trades,taker_base_vol,taker_quote_vol,ignore
2023-05-12,1683849600000,DASHBTC,0.00151300,0.00152800,0.00145900,0.00152500,5558.32200000,1683935999999,8.34147555,2827,2510.63400000,3.76182785,0
2023-05-13,1683936000000,DASHBTC,0.00152600,0.00153000,0.00149500,0.00151900,4212.92200000,1684022399999,6.35557318,2194,2363.61100000,3.56637748,0
2023-05-14,1684022400000,DASHBTC,0.00151800,0.00154500,0.00150200,0.00153100,16764.92600000,1684108799999,25.57899921,2013,12348.19600000,18.82784723,0
2023-05-15,1684108800000,DASHBTC,0.00153300,0.00156000,0.00150600,0.00154500,4532.39800000,1684195199999,6.97360147,1818,2441.10500000,3.76045375,0
2023-05-16,1684195200000,DASHBTC,0.00154500,0.00161000,0.00154000,0.00159800,4477.52000000,1684281599999,7.06885314,1016,2810.81400000,4.43503540,0
2023-05-17,1684281600000,DASHBTC,0.00159900,0.00169400,0.00159300,0.00161800,9972.74200000,1684367999999,16.43083211,2138,5464.87400000,8.99000230,0
2023-05-18,1684368000000,DASHBTC,0.00161600,0.00162800,0.00160200,0.00161200,4034.34900000,1684454399999,6.50841452,846,2247.79800000,3.62724827,0
2023-05-19,1684454400000,DASHBTC,0.00161000,0.00167000,0.00160700,0.00165600,3510.88600000,1684540799999,5.76573751,759,1774.47400000,2.90867129,0
2023-05-20,1684540800000,DASHBTC,0.00165700,0.00165700,0.00162300,0.00163600,2444.84500000,1684627199999,4.01117109,628,1152.91400000,1.88948371,0
2023-05-21,1684627200000,DASHBTC,0.00163200,0.00164400,0.00160400,0.00164300,2761.78500000,1684713599999,4.47698598,641,1214.35200000,1.96931513,0
2023-05-22,1684713600000,DASHBTC,0.00164200,0.00165200,0.00161500,0.00161700,1760.81300000,1684799999999,2.86161807,1053,982.55400000,1.59750810,0
2023-05-23,1684800000000,DASHBTC,0.00161700,0.00162600,0.00159000,0.00159500,1890.24800000,1684886399999,3.03682776,538,960.38300000,1.54242703,0
2023-05-24,1684886400000,DASHBTC,0.00159100,0.00159300,0.00153800,0.00156400,10476.90700000,1684972799999,16.36782560,1458,6257.44900000,9.76863485,0
2023-05-25,1684972800000,DASHBTC,0.00156000,0.00156900,0.00153400,0.00154500,6652.40300000,1685059199999,10.33206529,1084,3810.05700000,5.91876698,0
2023-05-26,1685059200000,DASHBTC,0.00154600,0.00158000,0.00154100,0.00157000,4194.87700000,1685145599999,6.55050953,1056,2165.07000000,3.38064682,0
2023-05-27,1685145600000,DASHBTC,0.00156800,0.00158800,0.00156100,0.00157100,2867.28400000,1685231999999,4.51957843,1405,1399.35400000,2.20844962,0
2023-05-28,1685232000000,DASHBTC,0.00157000,0.00158100,0.00155200,0.00156100,2371.35000000,1685318399999,3.72323023,740,1132.59300000,1.77982058,0
2023-05-29,1685318400000,DASHBTC,0.00156000,0.00156700,0.00154300,0.00156000,3037.12200000,1685404799999,4.73194158,1332,1567.64600000,2.44321809,0
2023-05-30,1685404800000,DASHBTC,0.00155900,0.00158800,0.00154700,0.00158300,3156.16500000,1685491199999,4.94341685,1418,1178.57000000,1.85011122,0
2023-05-31,1685491200000,DASHBTC,0.00158500,0.00159500,0.00153100,0.00153800,4937.27400000,1685577599999,7.71759478,2712,1642.05200000,2.57782596,0
2023-06-01,1685577600000,DASHBTC,0.00153800,0.00157200,0.00153100,0.00155900,9859.55800000,1685663999999,15.31642558,2400,6116.59900000,9.51928887,0
2023-06-02,1685664000000,DASHBTC,0.00156100,0.00158100,0.00155500,0.00156500,4060.13800000,1685750399999,6.35292747,1599,2265.95300000,3.54680235,0
2023-06-03,1685750400000,DASHBTC,0.00156900,0.00159600,0.00155800,0.00157400,3780.57400000,1685836799999,5.94745056,2048,2374.14500000,3.73405244,0
2023-06-04,1685836800000,DASHBTC,0.00157400,0.00159900,0.00156500,0.00157100,6085.22600000,1685923199999,9.66180422,2012,2586.48200000,4.11108057,0
2023-06-05,1685923200000,DASHBTC,0.00157000,0.00157400,0.00147500,0.00151900,6998.16300000,1686009599999,10.74979531,3755,2886.20700000,4.45104722,0
2023-06-06,1686009600000,DASHBTC,0.00151800,0.00152800,0.00146900,0.00147100,6601.91100000,1686095999999,9.92991963,1762,3361.25900000,5.06172342,0
2023-06-07,1686096000000,DASHBTC,0.00147000,0.00147600,0.00144600,0.00146000,5763.99600000,1686182399999,8.40266427,1347,1812.51800000,2.65029663,0
2023-06-08,1686182400000,DASHBTC,0.00146000,0.00147600,0.00143100,0.00146100,4508.77200000,1686268799999,6.55132927,783,1510.82000000,2.19925951,0
2023-06-09,1686268800000,DASHBTC,0.00146600,0.00147400,0.00144300,0.00145200,4024.95300000,1686355199999,5.88337757,648,2340.67400000,3.42226605,0
2023-06-10,1686355200000,DASHBTC,0.00145200,0.00145200,0.00096500,0.00115400,33249.22000000,1686441599999,38.96113087,8113,16666.92800000,19.61336356,0
2023-06-11,1686441600000,DASHBTC,0.00115100,0.00118500,0.00111200,0.00112200,7726.03900000,1686527999999,8.79838943,1970,5034.90500000,5.74171561,0
2023-06-12,1686528000000,DASHBTC,0.00112200,0.00113600,0.00109200,0.00112300,6241.48600000,1686614399999,6.93315071,1454,3713.82600000,4.12322657,0
2023-06-13,1686614400000,DASHBTC,0.00112300,0.00114800,0.00110700,0.00114700,7249.43300000,1686700799999,8.16871462,1096,3297.18300000,3.70576541,0
2023-06-14,1686700800000,DASHBTC,0.00114500,0.00117200,0.00112700,0.00115500,6879.56800000,1686787199999,7.89185853,1153,3866.30100000,4.43359619,0
2023-06-15,1686787200000,DASHBTC,0.00115900,0.00118400,0.00115700,0.00115700,5194.35100000,1686873599999,6.08379146,773,2060.12100000,2.41765511,0
2023-06-16,1686873600000,DASHBTC,0.00116100,0.00120000,0.00115600,0.00116400,4264.94700000,1686959999999,5.02360549,1157,2137.81600000,2.52567733,0
2023-06-17,1686960000000,DASHBTC,0.00116100,0.00118700,0.00115800,0.00117400,4638.75400000,1687046399999,5.45755396,790,3156.10500000,3.71574899,0
2023-06-18,1687046400000,DASHBTC,0.00117300,0.00117400,0.00113500,0.00114300,1758.40500000,1687132799999,2.04118431,484,870.77300000,1.01076778,0
2023-06-19,1687132800000,DASHBTC,0.00114600,0.00116200,0.00114100,0.00114900,5460.36700000,1687219199999,6.27466592,840,1538.67400000,1.77035188,0
2023-06-20,1687219200000,DASHBTC,0.00114900,0.00120800,0.00114200,0.00115700,7490.96900000,1687305599999,8.82398597,2007,3898.28000000,4.59915927,0
2023-06-21,1687305600000,DASHBTC,0.00115800,0.00117200,0.00110900,0.00111500,10465.59100000,1687391999999,11.94565313,2367,4349.26700000,4.96423176,0
2023-06-22,1687392000000,DASHBTC,0.00111500,0.00114600,0.00108300,0.00110000,7633.04700000,1687478399999,8.48116631,2006,4247.53700000,4.72000255,0
2023-06-23,1687478400000,DASHBTC,0.00110000,0.00116300,0.00109800,0.00113200,16601.70600000,1687564799999,18.64521409,2746,10941.73700000,12.30426141,0
2023-06-24,1687564800000,DASHBTC,0.00113100,0.00116600,0.00112100,0.00115500,5184.44800000,1687651199999,5.92201842,2130,3175.87400000,3.63109859,0
2023-06-25,1687651200000,DASHBTC,0.00115200,0.00119400,0.00114600,0.00116300,5521.74000000,1687737599999,6.42224076,1699,2802.61800000,3.26281327,0
2023-06-26,1687737600000,DASHBTC,0.00116200,0.00122500,0.00113400,0.00119000,9980.06500000,1687823999999,11.68805449,2835,5941.64400000,6.95466696,0
2023-06-27,1687824000000,DASHBTC,0.00118900,0.00122600,0.00116100,0.00117400,17511.05600000,1687910399999,20.78549815,4381,7090.62300000,8.41622539,0
2023-06-28,1687910400000,DASHBTC,0.00117300,0.00117300,0.00109400,0.00112300,3849.94800000,1687996799999,4.38473360,2616,1372.49000000,1.56410235,0
2023-06-29,1687996800000,DASHBTC,0.00112300,0.00113000,0.00111400,0.00112500,3322.38100000,1688083199999,3.72447470,1523,1592.73700000,1.78750709,0
