date,open_time,symbol_name,open,high,low,close,vol,close_time,quote_asset_vol,num_trades,taker_base_vol,taker_quote_vol,ignore
2020-07-29,1595980800000,FUNBTC,0.00000044,0.00000049,0.00000042,0.00000043,410196722.00000000,1596067199999,186.56559054,6136,208086839.00000000,95.58462173,0
2020-07-30,1596067200000,FUNBTC,0.00000043,0.00000046,0.00000043,0.00000044,93635065.00000000,1596153599999,41.49808183,2298,44355967.00000000,19.80992884,0
2020-07-31,1596153600000,FUNBTC,0.00000044,0.00000044,0.00000039,0.00000040,124610477.00000000,1596239999999,50.88589752,2816,36740356.00000000,15.06925164,0
2020-08-01,1596240000000,FUNBTC,0.00000040,0.00000041,0.00000037,0.00000038,85405059.00000000,1596326399999,32.90860569,1930,30810721.00000000,11.98812356,0
2020-08-02,1596326400000,FUNBTC,0.00000038,0.00000039,0.00000035,0.00000037,116040143.00000000,1596412799999,42.92856201,2140,43610239.00000000,16.17996213,0
2020-08-03,1596412800000,FUNBTC,0.00000037,0.00000041,0.00000036,0.00000040,195965344.00000000,1596499199999,77.25156355,4724,136958677.00000000,54.20434800,0
2020-08-04,1596499200000,FUNBTC,0.00000040,0.00000042,0.00000039,0.00000040,157825312.00000000,1596585599999,64.58610060,9845,110660483.00000000,45.38444938,0
2020-08-05,1596585600000,FUNBTC,0.00000041,0.00000041,0.00000037,0.00000038,69361284.00000000,1596671999999,27.28521913,3290,15963194.00000000,6.33138901,0
2020-08-06,1596672000000,FUNBTC,0.00000038,0.00000043,0.00000038,0.00000041,184760964.00000000,1596758399999,74.72148546,4099,100342711.00000000,40.76859981,0
2020-08-07,1596758400000,FUNBTC,0.00000041,0.00000041,0.00000037,0.00000039,83716703.00000000,1596844799999,32.90160111,1740,26886382.00000000,10.64600630,0
2020-08-08,1596844800000,FUNBTC,0.00000038,0.00000040,0.00000038,0.00000039,65250628.00000000,1596931199999,25.49760212,1152,33797418.00000000,13.26916466,0
2020-08-09,1596931200000,FUNBTC,0.00000038,0.00000041,0.00000038,0.00000038,57925682.00000000,1597017599999,22.93360968,1533,27135017.00000000,10.85947447,0
2020-08-10,1597017600000,FUNBTC,0.00000039,0.00000042,0.00000036,0.00000040,251750998.00000000,1597103999999,100.98539509,4349,139224018.00000000,56.29494601,0
2020-08-11,1597104000000,FUNBTC,0.00000041,0.00000047,0.00000040,0.00000043,465482419.00000000,1597190399999,203.89324012,7946,247403268.00000000,109.30140688,0
2020-08-12,1597190400000,FUNBTC,0.00000043,0.00000046,0.00000042,0.00000046,205978154.00000000,1597276799999,91.53656480,4083,113302864.00000000,50.70135865,0
2020-08-13,1597276800000,FUNBTC,0.00000046,0.00000046,0.00000042,0.00000044,145278652.00000000,1597363199999,63.94162892,3522,55214590.00000000,24.50651237,0
2020-08-14,1597363200000,FUNBTC,0.00000044,0.00000047,0.00000042,0.00000044,134327234.00000000,1597449599999,60.26389765,3070,70692568.00000000,31.85696501,0
2020-08-15,1597449600000,FUNBTC,0.00000044,0.00000045,0.00000043,0.00000045,39394161.00000000,1597535999999,17.32321009,1399,15460516.00000000,6.85894320,0
2020-08-16,1597536000000,FUNBTC,0.00000044,0.00000045,0.00000042,0.00000044,61655128.00000000,1597622399999,26.89778514,1503,25173764.00000000,11.08630010,0
2020-08-17,1597622400000,FUNBTC,0.00000044,0.00000049,0.00000043,0.00000046,220982701.00000000,1597708799999,102.43935174,6815,124534234.00000000,58.17099102,0
2020-08-18,1597708800000,FUNBTC,0.00000046,0.00000048,0.00000045,0.00000047,81146299.00000000,1597795199999,37.74137194,2928,42180190.00000000,19.74718408,0
2020-08-19,1597795200000,FUNBTC,0.00000047,0.00000049,0.00000043,0.00000044,101491655.00000000,1597881599999,45.97400590,2772,38137104.00000000,17.43139528,0
2020-08-20,1597881600000,FUNBTC,0.00000045,0.00000045,0.00000043,0.00000045,55603260.00000000,1597967999999,24.53002819,1353,21423371.00000000,9.50866951,0
2020-08-21,1597968000000,FUNBTC,0.00000045,0.00000046,0.00000042,0.00000043,83583090.00000000,1598054399999,37.00058051,2119,35484131.00000000,15.96430050,0
2020-08-22,1598054400000,FUNBTC,0.00000042,0.00000043,0.00000040,0.00000041,90529892.00000000,1598140799999,37.41522649,2405,35620303.00000000,14.81146786,0
2020-08-23,1598140800000,FUNBTC,0.00000041,0.00000042,0.00000040,0.00000042,25427240.00000000,1598227199999,10.57898262,697,17613156.00000000,7.38345213,0
2020-08-24,1598227200000,FUNBTC,0.00000042,0.00000044,0.00000041,0.00000043,52147674.00000000,1598313599999,22.13807829,1291,25907654.00000000,11.04975573,0
2020-08-25,1598313600000,FUNBTC,0.00000043,0.00000043,0.00000040,0.00000042,45002320.00000000,1598399999999,18.71176857,1131,16703903.00000000,6.98598920,0
2020-08-26,1598400000000,FUNBTC,0.00000042,0.00000044,0.00000041,0.00000043,76856154.00000000,1598486399999,32.36509455,5656,42258289.00000000,17.92608713,0
2020-08-27,1598486400000,FUNBTC,0.00000043,0.00000043,0.00000040,0.00000041,43580382.00000000,1598572799999,18.04788164,1239,19494506.00000000,8.18992588,0
2020-08-28,1598572800000,FUNBTC,0.00000041,0.00000042,0.00000040,0.00000042,21085975.00000000,1598659199999,8.67553000,583,12439539.00000000,5.13521039,0
2020-08-29,1598659200000,FUNBTC,0.00000042,0.00000043,0.00000041,0.00000043,26283754.00000000,1598745599999,10.95635894,824,17990630.00000000,7.55607858,0
2020-08-30,1598745600000,FUNBTC,0.00000043,0.00000043,0.00000040,0.00000041,19527720.00000000,1598831999999,8.00692544,858,5857824.00000000,2.42958428,0
